n,k,q,alpha,beta,rmax,weight_factor,budgets,enum_version,repair_algorithm,trial,seed,timestamp,m_pair_target,n_iter,max_trials_enum,gen_time_s,posterior_time_s,qhat_time_s,repair_time_s,total_time_s,rows_correct_full,rows_correct_support_only,n_rows_total,gv_bound,target_weight_used,uniqueness_guaranteed_gv,iters_used,enum_failures,pairs_recovered,pairs_correct,avg_active_error_dim,max_active_error_dim,frac_r_le_rmax,avg_v_weight,success,error
64,32,127,0.05,0.05,2,1.1,3,linear_combination,induced_sd_repair,0,1420858974,2026-08-08T19:36:08.005317+00:00,1,1000,10000,0.00409698486328125,0.0878288745880127,0.1884169578552246,152.9019420146942,153.18948912620544,50,14,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,linear_combination,induced_sd_repair,1,158080451,2026-08-08T19:38:41.200527+00:00,1,1000,10000,0.0039560794830322266,0.08612203598022461,0.15238213539123535,146.79627680778503,147.04510283470154,38,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,linear_combination,structured_sd_repair,0,991472025,2026-08-08T19:41:08.251001+00:00,1,1000,10000,0.0039520263671875,0.08775997161865234,0.15011906623840332,146.586993932724,146.83532810211182,39,14,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,linear_combination,structured_sd_repair,1,1522457788,2026-08-08T19:43:35.092338+00:00,1,1000,10000,0.003941774368286133,0.09327101707458496,0.16513776779174805,146.48212099075317,146.75083374977112,46,12,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,linear_combination,posterior_aware_prange_repair,0,1144230980,2026-08-08T19:46:01.848601+00:00,1,1000,10000,0.0039598941802978516,0.08975005149841309,0.160614013671875,146.9977729320526,147.2585678100586,38,20,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,linear_combination,posterior_aware_prange_repair,1,502884654,2026-08-08T19:48:29.113347+00:00,1,1000,10000,0.004018068313598633,0.11068296432495117,0.15963315963745117,146.5304570198059,146.81105422973633,37,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,induced_sd_repair,0,358638026,2026-08-08T19:50:55.930020+00:00,1,1000,10000,0.003988981246948242,0.08375096321105957,0.1480708122253418,133.03694987297058,133.2789330482483,31,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,induced_sd_repair,1,1453800806,2026-08-08T19:53:09.215202+00:00,1,1000,10000,0.004041910171508789,0.08417296409606934,0.15983271598815918,133.4079909324646,133.66270780563354,43,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,structured_sd_repair,0,1215535302,2026-08-08T19:55:22.884150+00:00,1,1000,10000,0.004154205322265625,0.08355903625488281,0.18203186988830566,132.92947483062744,133.20561003684998,40,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,structured_sd_repair,1,36216012,2026-08-08T19:57:36.095674+00:00,1,1000,10000,0.004019021987915039,0.10102105140686035,0.14842796325683594,133.09440064430237,133.35406804084778,36,13,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,posterior_aware_prange_repair,0,1050818656,2026-08-08T19:59:49.455806+00:00,1,1000,10000,0.00392913818359375,0.0833289623260498,0.15027093887329102,135.230309009552,135.47407412528992,39,19,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.1,3,local_search,posterior_aware_prange_repair,1,1775700171,2026-08-08T20:02:04.935801+00:00,1,1000,10000,0.0039789676666259766,0.08361291885375977,0.14969587326049805,135.21230697631836,135.45588898658752,44,11,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,random,induced_sd_repair,0,983102490,2026-08-08T20:04:20.399295+00:00,1,1000,10000,0.004160881042480469,0.085205078125,0.1492149829864502,320.36057591438293,320.60583901405334,42,20,64,25,30,True,1000,950,0,0,11.78,13,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,random,induced_sd_repair,1,1379744826,2026-08-08T20:09:41.011629+00:00,1,1000,10000,0.00397181510925293,0.08361220359802246,0.1479940414428711,323.3022520542145,323.54421186447144,38,21,64,25,30,True,1000,931,0,0,12.985507246376812,15,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,random,structured_sd_repair,0,1763327330,2026-08-08T20:15:04.562035+00:00,1,1000,10000,0.003984928131103516,0.08457207679748535,0.16763591766357422,311.8136041164398,312.07623314857483,43,15,64,25,30,True,1000,972,0,0,9.964285714285714,11,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,random,structured_sd_repair,1,1535091252,2026-08-08T20:20:16.644237+00:00,1,1000,10000,0.0039310455322265625,0.08448481559753418,0.16631221771240234,312.33570885658264,312.5968289375305,32,23,64,25,30,True,1000,968,0,0,14.09375,16,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,random,posterior_aware_prange_repair,0,309681179,2026-08-08T20:25:29.248456+00:00,1,1000,10000,0.004048824310302734,0.0848701000213623,0.1510028839111328,315.8767611980438,316.1231732368469,47,13,64,25,30,True,1000,970,0,0,7.533333333333333,8,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,random,posterior_aware_prange_repair,1,866051270,2026-08-08T20:30:45.377666+00:00,1,1000,10000,0.00396275520324707,0.08352398872375488,0.15277695655822754,316.67290592193604,316.91950392723083,36,13,64,25,30,True,1000,961,0,0,10.974358974358974,13,0.0,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,induced_sd_repair,0,1051759612,2026-08-08T20:36:02.303168+00:00,1,1000,10000,0.003991842269897461,0.08558797836303711,0.1797170639038086,150.66289901733398,150.9391348361969,44,20,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,induced_sd_repair,1,873445078,2026-08-08T20:38:33.248233+00:00,1,1000,10000,0.003991127014160156,0.09212517738342285,0.15172290802001953,150.09321880340576,150.34738993644714,38,22,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,structured_sd_repair,0,365959648,2026-08-08T20:41:03.601743+00:00,1,1000,10000,0.003960132598876953,0.09166693687438965,0.14959192276000977,149.92972326278687,150.18137097358704,42,17,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,structured_sd_repair,1,949383611,2026-08-08T20:43:33.788503+00:00,1,1000,10000,0.0042018890380859375,0.0909423828125,0.1651439666748047,151.5512330532074,151.8181188106537,47,17,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,posterior_aware_prange_repair,0,106385044,2026-08-08T20:46:05.612083+00:00,1,1000,10000,0.004044055938720703,0.10391402244567871,0.1513049602508545,148.16482281684875,148.43061709403992,40,16,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,linear_combination,posterior_aware_prange_repair,1,1459295552,2026-08-08T20:48:34.048607+00:00,1,1000,10000,0.003936052322387695,0.0851130485534668,0.14973711967468262,148.97104573249817,149.21628427505493,39,14,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,induced_sd_repair,0,1560712542,2026-08-08T20:51:03.271033+00:00,1,1000,10000,0.004111766815185547,0.08555793762207031,0.1658029556274414,134.2705478668213,134.53254294395447,44,15,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,induced_sd_repair,1,884750536,2026-08-08T20:53:17.809874+00:00,1,1000,10000,0.003981828689575195,0.10256505012512207,0.15633392333984375,137.7931649684906,138.0629870891571,39,25,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,structured_sd_repair,0,1522987785,2026-08-08T20:55:35.879231+00:00,1,1000,10000,0.004151105880737305,0.09832191467285156,0.19876909255981445,138.3701491355896,138.67878103256226,36,26,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,structured_sd_repair,1,272904309,2026-08-08T20:57:54.563808+00:00,1,1000,10000,0.004086017608642578,0.08481717109680176,0.1481001377105713,134.42129182815552,134.66481113433838,45,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,posterior_aware_prange_repair,0,181344539,2026-08-08T21:00:09.234538+00:00,1,1000,10000,0.003934144973754883,0.10441803932189941,0.14937281608581543,153.493891954422,153.75795722007751,35,22,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.2,3,local_search,posterior_aware_prange_repair,1,1487270897,2026-08-08T21:02:42.998399+00:00,1,1000,10000,0.00403904914855957,0.09021186828613281,0.15056610107421875,137.15375328063965,137.40482187271118,45,14,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,random,induced_sd_repair,0,1107401629,2026-08-08T21:05:00.410279+00:00,1,1000,10000,0.003958940505981445,0.08633089065551758,0.14864301681518555,191.98788905143738,192.23346304893494,45,19,64,25,32,True,1000,0,0,0,8.349,10,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,random,induced_sd_repair,1,1437719313,2026-08-08T21:08:12.649888+00:00,1,1000,10000,0.0047800540924072266,0.09419393539428711,0.1611781120300293,192.0511200428009,192.3177719116211,49,13,64,25,32,True,1000,0,0,0,7.853,10,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,random,structured_sd_repair,0,1002799284,2026-08-08T21:11:24.973612+00:00,1,1000,10000,0.003879070281982422,0.08701086044311523,0.14956212043762207,106.9343159198761,107.18117928504944,34,18,64,25,32,True,1000,0,0,0,16.13,18,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,random,structured_sd_repair,1,941548421,2026-08-08T21:13:12.160883+00:00,1,1000,10000,0.004131793975830078,0.10158896446228027,0.15051484107971191,111.39161396026611,111.65422010421753,42,19,64,25,32,True,1000,0,0,0,11.159,13,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,random,posterior_aware_prange_repair,0,1057732879,2026-08-08T21:15:03.820993+00:00,1,1000,10000,0.003938913345336914,0.08451008796691895,0.15067601203918457,210.87822604179382,211.12393021583557,42,22,64,25,32,True,1000,0,0,0,12.137,14,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,random,posterior_aware_prange_repair,1,1325480849,2026-08-08T21:18:34.951025+00:00,1,1000,10000,0.0039010047912597656,0.08672714233398438,0.16836094856262207,206.43851113319397,206.70427703857422,45,17,64,25,32,True,1000,0,0,0,7.997,10,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,induced_sd_repair,0,1869518808,2026-08-08T21:22:01.660531+00:00,1,1000,10000,0.004113912582397461,0.08710289001464844,0.14957594871520996,147.5685727596283,147.81568503379822,45,13,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,induced_sd_repair,1,1608388736,2026-08-08T21:24:29.481604+00:00,1,1000,10000,0.003980159759521484,0.08881807327270508,0.16162919998168945,149.55850791931152,149.81937098503113,40,19,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,structured_sd_repair,0,98526938,2026-08-08T21:26:59.307090+00:00,1,1000,10000,0.004024028778076172,0.08394002914428711,0.14996814727783203,151.21891117095947,151.46342277526855,40,20,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,structured_sd_repair,1,1950720924,2026-08-08T21:29:30.776477+00:00,1,1000,10000,0.004026174545288086,0.08417201042175293,0.15117192268371582,148.3833043575287,148.62898206710815,40,12,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,posterior_aware_prange_repair,0,788659044,2026-08-08T21:31:59.410907+00:00,1,1000,10000,0.003944873809814453,0.08329081535339355,0.15365386009216309,147.83563995361328,148.08290791511536,35,19,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,linear_combination,posterior_aware_prange_repair,1,349135338,2026-08-08T21:34:27.498953+00:00,1,1000,10000,0.004152059555053711,0.08641505241394043,0.14807605743408203,150.32895302772522,150.5739140510559,39,17,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,induced_sd_repair,0,655119634,2026-08-08T21:36:58.078961+00:00,1,1000,10000,0.003910064697265625,0.08359313011169434,0.1506791114807129,136.98115015029907,137.22560811042786,43,11,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,induced_sd_repair,1,2132097133,2026-08-08T21:39:15.316078+00:00,1,1000,10000,0.0048410892486572266,0.09850692749023438,0.14870381355285645,133.86688017845154,134.12573790550232,33,22,64,25,32,True,1000,999,0,0,16.0,16,0.0,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,structured_sd_repair,0,331670545,2026-08-08T21:41:29.447225+00:00,1,1000,10000,0.003960132598876953,0.08394813537597656,0.15062570571899414,134.4727008342743,134.71780395507812,46,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,structured_sd_repair,1,1619438586,2026-08-08T21:43:44.170882+00:00,1,1000,10000,0.00397801399230957,0.0835881233215332,0.1486828327178955,138.13838386535645,138.3809049129486,37,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,posterior_aware_prange_repair,0,369432039,2026-08-08T21:46:02.559307+00:00,1,1000,10000,0.004190921783447266,0.1033468246459961,0.18566203117370605,135.62230896949768,135.92194414138794,38,15,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,2,1.3,3,local_search,posterior_aware_prange_repair,1,16096583,2026-08-08T21:48:18.491171+00:00,1,1000,10000,0.004129171371459961,0.08382201194763184,0.15019536018371582,136.4863829612732,136.731369972229,37,22,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,induced_sd_repair,0,1215108552,2026-08-08T21:50:35.228484+00:00,1,1000,10000,0.003954887390136719,0.10142087936401367,0.16774797439575195,316.7572429180145,317.03688287734985,49,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,induced_sd_repair,1,454457404,2026-08-08T21:55:52.271702+00:00,1,1000,10000,0.004042387008666992,0.09276580810546875,0.16906404495239258,317.18402194976807,317.45618510246277,42,11,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,structured_sd_repair,0,1861298315,2026-08-08T22:01:09.736103+00:00,1,1000,10000,0.004250288009643555,0.09151816368103027,0.18100595474243164,316.73303294181824,317.0170576572418,38,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,structured_sd_repair,1,2097975403,2026-08-08T22:06:26.760338+00:00,1,1000,10000,0.004046201705932617,0.08564305305480957,0.14947891235351562,316.61024594306946,316.856014251709,43,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,posterior_aware_prange_repair,0,1432179072,2026-08-08T22:11:43.622621+00:00,1,1000,10000,0.003931283950805664,0.0836329460144043,0.15201807022094727,313.0493428707123,313.29547214508057,36,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,random,posterior_aware_prange_repair,1,1421800254,2026-08-08T22:16:56.924149+00:00,1,1000,10000,0.004004955291748047,0.08448600769042969,0.15067291259765625,311.7709391117096,312.01673412323,39,22,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,induced_sd_repair,0,1967604229,2026-08-08T22:22:08.947239+00:00,1,1000,10000,0.003909111022949219,0.08544492721557617,0.1529529094696045,146.86521577835083,147.1139280796051,46,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,induced_sd_repair,1,669180536,2026-08-08T22:24:36.066934+00:00,1,1000,10000,0.003951072692871094,0.09085702896118164,0.15018677711486816,146.82801795005798,147.0795521736145,45,19,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,structured_sd_repair,0,1102187442,2026-08-08T22:27:03.154754+00:00,1,1000,10000,0.004247188568115234,0.08413910865783691,0.14967918395996094,147.3009331226349,147.54556703567505,44,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,structured_sd_repair,1,1014241740,2026-08-08T22:29:30.705756+00:00,1,1000,10000,0.003931999206542969,0.08296704292297363,0.14735698699951172,151.1644148826599,151.40506982803345,47,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,posterior_aware_prange_repair,0,94913541,2026-08-08T22:32:02.117144+00:00,1,1000,10000,0.0042650699615478516,0.08545207977294922,0.1690518856048584,148.22066688537598,148.48621582984924,46,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,linear_combination,posterior_aware_prange_repair,1,1507733793,2026-08-08T22:34:30.608578+00:00,1,1000,10000,0.003909111022949219,0.08439898490905762,0.14863109588623047,147.03415083885193,147.27704191207886,34,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,induced_sd_repair,0,2065603875,2026-08-08T22:36:57.891703+00:00,1,1000,10000,0.003962278366088867,0.08395695686340332,0.14829587936401367,133.50887203216553,133.7515869140625,50,14,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,induced_sd_repair,1,977149415,2026-08-08T22:39:11.648543+00:00,1,1000,10000,0.003949165344238281,0.10576581954956055,0.15117597579956055,133.19545006752014,133.46270203590393,41,16,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,structured_sd_repair,0,907255765,2026-08-08T22:41:25.116737+00:00,1,1000,10000,0.0040819644927978516,0.10641264915466309,0.1538553237915039,133.84804821014404,134.11891627311707,41,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,structured_sd_repair,1,2076895542,2026-08-08T22:43:39.242058+00:00,1,1000,10000,0.0039501190185546875,0.10979485511779785,0.17592406272888184,133.36652207374573,133.66254591941833,35,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,posterior_aware_prange_repair,0,239357237,2026-08-08T22:45:52.910066+00:00,1,1000,10000,0.004019975662231445,0.08415699005126953,0.1499500274658203,133.28166699409485,133.52645707130432,42,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.1,3,local_search,posterior_aware_prange_repair,1,1079526348,2026-08-08T22:48:06.442575+00:00,1,1000,10000,0.00397491455078125,0.08387184143066406,0.1504049301147461,132.7286388874054,132.97333216667175,35,20,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,random,induced_sd_repair,0,742644234,2026-08-08T22:50:19.423195+00:00,1,1000,10000,0.0039980411529541016,0.10242104530334473,0.1652529239654541,314.650887966156,314.9292941093445,42,22,64,25,30,True,1000,946,0,0,8.814814814814815,11,0.0,,False,
64,32,127,0.05,0.05,3,1.2,3,random,induced_sd_repair,1,162326789,2026-08-08T22:55:34.357886+00:00,1,1000,10000,0.003962993621826172,0.08550095558166504,0.16669297218322754,313.2610490322113,313.5235872268677,37,14,64,25,30,True,1000,969,0,0,9.387096774193548,11,0.0,,False,
64,32,127,0.05,0.05,3,1.2,3,random,structured_sd_repair,0,1515248137,2026-08-08T23:00:47.887456+00:00,1,1000,10000,0.004142045974731445,0.08313179016113281,0.1493062973022461,388.0246000289917,388.2674901485443,47,11,64,25,30,True,1000,978,0,0,5.7727272727272725,7,0.0,,False,
64,32,127,0.05,0.05,3,1.2,3,random,structured_sd_repair,1,1675040532,2026-08-08T23:07:16.160743+00:00,1,1000,10000,0.004050016403198242,0.0949256420135498,0.16681480407714844,481.7634320259094,482.0355739593506,39,17,64,25,30,True,1000,951,0,0,9.36734693877551,11,0.0,,False,
64,32,127,0.05,0.05,3,1.2,3,random,posterior_aware_prange_repair,0,340538513,2026-08-08T23:15:18.202798+00:00,1,1000,10000,0.00392913818359375,0.08447790145874023,0.15081095695495605,317.93479108810425,318.1855528354645,42,11,64,25,30,True,1000,963,0,0,10.756756756756756,12,0.0,,False,
64,32,127,0.05,0.05,3,1.2,3,random,posterior_aware_prange_repair,1,1251103199,2026-08-08T23:20:36.394453+00:00,1,1000,10000,0.0039327144622802734,0.08582806587219238,0.14980792999267578,27.484611749649048,27.730622053146362,43,19,64,25,30,True,90,85,1,1,5.75,7,0.0,30.0,True,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,induced_sd_repair,0,218849103,2026-08-08T23:21:04.130288+00:00,1,1000,10000,0.003906965255737305,0.0838632583618164,0.14850401878356934,147.25819396972656,147.50094079971313,39,20,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,induced_sd_repair,1,672450874,2026-08-08T23:23:31.637081+00:00,1,1000,10000,0.003946065902709961,0.08681201934814453,0.14826416969299316,147.0920708179474,147.33734726905823,35,22,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,structured_sd_repair,0,1715552051,2026-08-08T23:25:58.979742+00:00,1,1000,10000,0.00394892692565918,0.0920572280883789,0.1535811424255371,146.611909866333,146.86759305000305,35,14,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,structured_sd_repair,1,1330453721,2026-08-08T23:28:25.852852+00:00,1,1000,10000,0.00399017333984375,0.09584164619445801,0.15084385871887207,147.01851201057434,147.27575516700745,43,18,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,posterior_aware_prange_repair,0,1273213757,2026-08-08T23:30:53.134482+00:00,1,1000,10000,0.0039560794830322266,0.11421489715576172,0.14955687522888184,147.12103986740112,147.3953640460968,43,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,linear_combination,posterior_aware_prange_repair,1,320340239,2026-08-08T23:33:20.535113+00:00,1,1000,10000,0.00391697883605957,0.0834653377532959,0.1480269432067871,147.221431016922,147.46297597885132,37,13,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,induced_sd_repair,0,1619466666,2026-08-08T23:35:48.004078+00:00,1,1000,10000,0.0039520263671875,0.08389401435852051,0.14780902862548828,132.85518217086792,133.09733867645264,39,21,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,induced_sd_repair,1,1309066502,2026-08-08T23:38:01.106594+00:00,1,1000,10000,0.004019975662231445,0.08414912223815918,0.14914989471435547,133.502592086792,133.74614596366882,36,18,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,structured_sd_repair,0,722477497,2026-08-08T23:40:14.857939+00:00,1,1000,10000,0.004057168960571289,0.10311698913574219,0.1528639793395996,133.30312204360962,133.56941413879395,39,18,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,structured_sd_repair,1,66348569,2026-08-08T23:42:28.433293+00:00,1,1000,10000,0.003983974456787109,0.08391976356506348,0.1475379467010498,133.8205931186676,134.06213188171387,30,25,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,posterior_aware_prange_repair,0,418668506,2026-08-08T23:44:42.501318+00:00,1,1000,10000,0.003921985626220703,0.08430194854736328,0.14915084838867188,133.09573817253113,133.33924508094788,39,13,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.2,3,local_search,posterior_aware_prange_repair,1,1277559894,2026-08-08T23:46:55.845649+00:00,1,1000,10000,0.004107952117919922,0.10017800331115723,0.1471419334411621,133.17683100700378,133.43472003936768,40,18,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.3,3,random,induced_sd_repair,0,837679247,2026-08-08T23:49:09.286177+00:00,1,1000,10000,0.010992050170898438,0.09276199340820312,0.14868521690368652,188.18540477752686,188.4440610408783,38,20,64,25,32,True,1000,0,0,0,9.251,12,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,random,induced_sd_repair,1,1745487652,2026-08-08T23:52:17.737506+00:00,1,1000,10000,0.003923177719116211,0.08499407768249512,0.1479637622833252,188.32532286643982,188.56889986991882,43,21,64,25,32,True,1000,0,0,0,13.828,16,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,random,structured_sd_repair,0,515829722,2026-08-08T23:55:26.311648+00:00,1,1000,10000,0.0038640499114990234,0.09184885025024414,0.14978790283203125,4387.9113709926605,4388.1631731987,39,14,64,25,32,True,1000,0,0,0,10.067,12,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,random,structured_sd_repair,1,868025189,2026-08-09T01:08:34.481718+00:00,1,1000,10000,0.0041980743408203125,0.0861520767211914,0.16660284996032715,4335.70391702652,4335.967078924179,40,14,64,25,32,True,1000,0,0,0,10.801,13,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,random,posterior_aware_prange_repair,0,799478154,2026-08-09T02:20:50.457181+00:00,1,1000,10000,0.003996849060058594,0.08271002769470215,0.15963077545166016,205.86210703849792,206.1149320602417,46,16,64,25,32,True,1000,0,0,0,10.986,14,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,random,posterior_aware_prange_repair,1,751379565,2026-08-09T02:24:16.577515+00:00,1,1000,10000,0.003921031951904297,0.08489394187927246,0.14698386192321777,206.7817361354828,207.02396297454834,42,20,64,25,32,True,1000,0,0,0,11.991,14,0.0,,False,
64,32,127,0.05,0.05,3,1.3,3,linear_combination,induced_sd_repair,0,935241452,2026-08-09T02:27:43.606910+00:00,1,1000,10000,0.003921031951904297,0.08539581298828125,0.1480400562286377,147.39817190170288,147.64162611961365,39,12,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.3,3,linear_combination,induced_sd_repair,1,647762961,2026-08-09T02:30:11.253860+00:00,1,1000,10000,0.00415802001953125,0.08570623397827148,0.15727901458740234,147.0600187778473,147.3134150505066,38,21,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.3,3,linear_combination,structured_sd_repair,0,2090983988,2026-08-09T02:32:38.572542+00:00,1,1000,10000,0.003947019577026367,0.08233809471130371,0.14571499824523926,147.81375074386597,148.05195808410645,41,19,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.3,3,linear_combination,structured_sd_repair,1,342020005,2026-08-09T02:35:06.630589+00:00,1,1000,10000,0.0041692256927490234,0.08155488967895508,0.14515304565429688,147.3410348892212,147.5781900882721,39,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.05,0.05,3,1.3,3,linear_combination,posterior_aware_prange_repair,0,1676195613,2026-08-09T02:37:34.214097+00:00,1,1000,10000,0.003971099853515625,0.08179903030395508,0.14617228507995605,147.46393823623657,147.70235395431519,49,15,64,25,32,True,1000,1000,0,0,,,,,False,
